session_id,song_id,time,combo
caf3de85,t+pazolite - Dogbite_Basic,0.001,0
caf3de85,t+pazolite - Dogbite_Basic,6.218,1
caf3de85,t+pazolite - Dogbite_Basic,8.743,2
caf3de85,t+pazolite - Dogbite_Basic,10.911,3
caf3de85,t+pazolite - Dogbite_Basic,11.274,4
caf3de85,t+pazolite - Dogbite_Basic,13.826,5
caf3de85,t+pazolite - Dogbite_Basic,17.383,6
caf3de85,t+pazolite - Dogbite_Basic,21.352,0
caf3de85,t+pazolite - Dogbite_Basic,22.003,1
caf3de85,t+pazolite - Dogbite_Basic,22.316,2
caf3de85,t+pazolite - Dogbite_Basic,22.617,3
caf3de85,t+pazolite - Dogbite_Basic,24.357,4
caf3de85,t+pazolite - Dogbite_Basic,25.501,5
caf3de85,t+pazolite - Dogbite_Basic,26.469,6
caf3de85,t+pazolite - Dogbite_Basic,27.101,7
caf3de85,t+pazolite - Dogbite_Basic,27.718,8
caf3de85,t+pazolite - Dogbite_Basic,28.572,9
caf3de85,t+pazolite - Dogbite_Basic,29.239,10
caf3de85,t+pazolite - Dogbite_Basic,29.836,11
caf3de85,t+pazolite - Dogbite_Basic,30.967,12
caf3de85,t+pazolite - Dogbite_Basic,33.426,13
caf3de85,t+pazolite - Dogbite_Basic,35.64,14
caf3de85,t+pazolite - Dogbite_Basic,36.336,15
caf3de85,t+pazolite - Dogbite_Basic,37.143,16
caf3de85,t+pazolite - Dogbite_Basic,38.484,17
caf3de85,t+pazolite - Dogbite_Basic,39.625,18
caf3de85,t+pazolite - Dogbite_Basic,40.933,19
caf3de85,t+pazolite - Dogbite_Basic,41.962,0
caf3de85,t+pazolite - Dogbite_Basic,43.239,1
caf3de85,t+pazolite - Dogbite_Basic,43.936,2
caf3de85,t+pazolite - Dogbite_Basic,44.992,3
caf3de85,t+pazolite - Dogbite_Basic,45.9,4
caf3de85,t+pazolite - Dogbite_Basic,46.479,5
caf3de85,t+pazolite - Dogbite_Basic,47.155,6
caf3de85,t+pazolite - Dogbite_Basic,47.566,7
caf3de85,t+pazolite - Dogbite_Basic,48.182,8
caf3de85,t+pazolite - Dogbite_Basic,48.578,9
caf3de85,t+pazolite - Dogbite_Basic,49.175,10
caf3de85,t+pazolite - Dogbite_Basic,49.77,11
caf3de85,t+pazolite - Dogbite_Basic,50.068,12
caf3de85,t+pazolite - Dogbite_Basic,50.445,0
caf3de85,t+pazolite - Dogbite_Basic,51.251,1
caf3de85,t+pazolite - Dogbite_Basic,52.211,0
caf3de85,t+pazolite - Dogbite_Basic,52.509,1
caf3de85,t+pazolite - Dogbite_Basic,53.902,2
caf3de85,t+pazolite - Dogbite_Basic,53.919,3
caf3de85,t+pazolite - Dogbite_Basic,54.532,4
caf3de85,t+pazolite - Dogbite_Basic,54.549,5
caf3de85,t+pazolite - Dogbite_Basic,55.167,6
caf3de85,t+pazolite - Dogbite_Basic,55.72,7
caf3de85,t+pazolite - Dogbite_Basic,56.853,8
caf3de85,t+pazolite - Dogbite_Basic,58.114,9
caf3de85,t+pazolite - Dogbite_Basic,58.428,10
caf3de85,t+pazolite - Dogbite_Basic,58.707,11
caf3de85,t+pazolite - Dogbite_Basic,59.646,12
caf3de85,t+pazolite - Dogbite_Basic,60.312,13
caf3de85,t+pazolite - Dogbite_Basic,64.112,14
caf3de85,t+pazolite - Dogbite_Basic,64.947,15
caf3de85,t+pazolite - Dogbite_Basic,65.56,16
caf3de85,t+pazolite - Dogbite_Basic,66.34,0
caf3de85,t+pazolite - Dogbite_Basic,66.743,1
caf3de85,t+pazolite - Dogbite_Basic,67.384,2
caf3de85,t+pazolite - Dogbite_Basic,67.948,3
caf3de85,t+pazolite - Dogbite_Basic,68.444,0
caf3de85,t+pazolite - Dogbite_Basic,69.925,1
caf3de85,t+pazolite - Dogbite_Basic,70.488,2
caf3de85,t+pazolite - Dogbite_Basic,71.535,3
caf3de85,t+pazolite - Dogbite_Basic,72.839,4
caf3de85,t+pazolite - Dogbite_Basic,74.077,5
caf3de85,t+pazolite - Dogbite_Basic,75.361,6
caf3de85,t+pazolite - Dogbite_Basic,76.535,7
caf3de85,t+pazolite - Dogbite_Basic,77.827,8
caf3de85,t+pazolite - Dogbite_Basic,79.031,9
caf3de85,t+pazolite - Dogbite_Basic,80.311,10
caf3de85,t+pazolite - Dogbite_Basic,80.327,11
caf3de85,t+pazolite - Dogbite_Basic,82.634,12
caf3de85,t+pazolite - Dogbite_Basic,82.667,13
caf3de85,t+pazolite - Dogbite_Basic,85.244,14
caf3de85,t+pazolite - Dogbite_Basic,85.851,15
caf3de85,t+pazolite - Dogbite_Basic,86.388,16
caf3de85,t+pazolite - Dogbite_Basic,87.647,17
caf3de85,t+pazolite - Dogbite_Basic,88.242,18
caf3de85,t+pazolite - Dogbite_Basic,88.979,19
caf3de85,t+pazolite - Dogbite_Basic,90.072,20
caf3de85,t+pazolite - Dogbite_Basic,90.668,21
caf3de85,t+pazolite - Dogbite_Basic,91.377,22
caf3de85,t+pazolite - Dogbite_Basic,91.969,23
caf3de85,t+pazolite - Dogbite_Basic,92.588,24
caf3de85,t+pazolite - Dogbite_Basic,94.591,0
caf3de85,t+pazolite - Dogbite_Basic,95.092,1
caf3de85,t+pazolite - Dogbite_Basic,96.158,2
caf3de85,t+pazolite - Dogbite_Basic,97.356,0
caf3de85,t+pazolite - Dogbite_Basic,98.732,1
caf3de85,t+pazolite - Dogbite_Basic,99.082,2
caf3de85,t+pazolite - Dogbite_Basic,99.378,3
caf3de85,t+pazolite - Dogbite_Basic,99.843,0
caf3de85,t+pazolite - Dogbite_Basic,100.594,1
caf3de85,t+pazolite - Dogbite_Basic,101.226,2
caf3de85,t+pazolite - Dogbite_Basic,101.512,3
caf3de85,t+pazolite - Dogbite_Basic,101.831,4
caf3de85,t+pazolite - Dogbite_Basic,102.112,5
caf3de85,t+pazolite - Dogbite_Basic,102.425,6
caf3de85,t+pazolite - Dogbite_Basic,102.575,7
caf3de85,t+pazolite - Dogbite_Basic,103.105,9
caf3de85,t+pazolite - Dogbite_Basic,103.719,11
caf3de85,t+pazolite - Dogbite_Basic,104.3,12
caf3de85,t+pazolite - Dogbite_Basic,104.713,0
caf3de85,t+pazolite - Dogbite_Basic,105.427,1
caf3de85,t+pazolite - Dogbite_Basic,106.091,2
caf3de85,t+pazolite - Dogbite_Basic,106.501,3
caf3de85,t+pazolite - Dogbite_Basic,107.349,4
caf3de85,t+pazolite - Dogbite_Basic,107.595,5
caf3de85,t+pazolite - Dogbite_Basic,107.972,6
caf3de85,t+pazolite - Dogbite_Basic,108.258,7
caf3de85,t+pazolite - Dogbite_Basic,108.556,8
caf3de85,t+pazolite - Dogbite_Basic,109.622,9
caf3de85,t+pazolite - Dogbite_Basic,109.739,10
caf3de85,t+pazolite - Dogbite_Basic,111.246,11
caf3de85,t+pazolite - Dogbite_Basic,111.706,12
caf3de85,t+pazolite - Dogbite_Basic,112.605,13
caf3de85,t+pazolite - Dogbite_Basic,112.971,0
caf3de85,t+pazolite - Dogbite_Basic,114.179,1
caf3de85,t+pazolite - Dogbite_Basic,115.13,3
caf3de85,t+pazolite - Dogbite_Basic,115.398,4
caf3de85,t+pazolite - Dogbite_Basic,115.415,5
caf3de85,t+pazolite - Dogbite_Basic,115.928,6
caf3de85,t+pazolite - Dogbite_Basic,115.945,7
caf3de85,t+pazolite - Dogbite_Basic,116.572,8
caf3de85,t+pazolite - Dogbite_Basic,116.888,9
caf3de85,t+pazolite - Dogbite_Basic,117.202,10
caf3de85,t+pazolite - Dogbite_Basic,117.251,11
caf3de85,t+pazolite - Dogbite_Basic,117.795,12
caf3de85,t+pazolite - Dogbite_Basic,118.008,13
caf3de85,t+pazolite - Dogbite_Basic,118.356,14
caf3de85,t+pazolite - Dogbite_Basic,118.606,0
caf3de85,t+pazolite - Dogbite_Basic,118.704,1
caf3de85,t+pazolite - Dogbite_Basic,119.034,2
caf3de85,t+pazolite - Dogbite_Basic,119.114,0
caf3de85,t+pazolite - Dogbite_Basic,119.263,1
caf3de85,t+pazolite - Dogbite_Basic,119.362,0
